user_name,signature,verified,basic_stats,collabs,music_collabs,hashtags
purpl3dino,Just some yk stuff,False,"follower_count : 443
following_count : 240
likes_count : 1576
video_count : 38
last_active : 2022-01-24
freq_post : 8 days
","maybeadamorsomething
purpl3dino
clodaghok
unussedddddddd
minecraft_boy056","purpl3dino : https://tiktok.com/@purpl3dino/video/7056872355594849541 (mention, vidéo num: 0)
","instruments : 
styles : 
others : fax, fyp, nogenderwars💜, purp3ldino, part2, viral, everyoneisequal, lgbtq, birthday, covid, sad, nodad, fypdoesntwork, fypシ, day1, dadgonetogetmilk, cousin, playfighting, duet, anim
"
ah_man664,"Hey I’m here skin ain’t clear
 and I am not ok
17",False,"follower_count : 135
following_count : 159
likes_count : 4075
video_count : 182
last_active : 2021-12-26
freq_post : 5 days
","donnywonderful
waffletea_
kagesmg
kirby.alice",,"instruments : 
styles : 
others : myplayoffpicks, art, fyp, artist, arttok, foryou, batman, batfamily, jasontodd, redhood, comictok, dc, duet, oc, animatic, arcane, asoschaotictocalm, vanscheckerboardday, oneslicechallenge, iwannafeelagain
"
thejamezmichael,"just here singing
follower of Jesus
21
go stream my poetry album",False,"follower_count : 1313
following_count : 134
likes_count : 3338
video_count : 54
last_active : 2022-01-25
freq_post : 15 days
","jacktjames_
gabbiehanna
itsbenhorsburgh
kaylagc_
tommeeprofitt
fleuriemusic","jacktjames_ : https://tiktok.com/@thejamezmichael/video/7055016267693968645 (duo, vidéo num: 2)
","instruments : piano (10), chords (1), violin (1)
styles : jazz (1), rock (1), pop (2), indie (2), folk (2)
others : poet, poem, spokenpoetry, jazz, music, original, spokenword, fyp, vibes, art, foryou, fypage, fy, friends, loss, love, burn, chill, poetry, poets
"
jakeshimabukuromusic,"Ukulele Player from Hawai’i 🤙
New album Jake & Friends is out now!",False,"follower_count : 4448
following_count : 13
likes_count : 18400
video_count : 24
last_active : 2022-01-07
freq_post : 10 days
","taylorswift
moon_taxi",,"instruments : 
styles : 
others : something, thebeatles, jakeandfriends, ukulele, musician, fyp, viral, livemusic, sonnylandreth, givewithallyourheart, uke, ontour, soundcheck, jakeshimabukuro, duetme, tiktokholidays, christmasmusic, holidays, christmas, newalbum
"
popularchoiceclothing,"Make a choice.

https://popularchoiceclothing.com",False,"follower_count : 287
following_count : 767
likes_count : 333
video_count : 31
last_active : 2022-01-18
freq_post : 14 days
","chrisobannon
nosweetners",,"instruments : 
styles : 
others : motivation, finance, cars, fyp, fashion, cozy, fitness, trending, icon, nft, crypto, gym, runway, bankaccount, rebirth, bear, drake, gymtok, cowboybebop, gains
"
dlylez,"Singer | Songwriter | Performer 
🎤 The Voice | Season 18",False,"follower_count : 1147
following_count : 297
likes_count : 13900
video_count : 153
last_active : 2022-01-26
freq_post : 2 days
","dat_1_guy_seven
kieran.keys
rlylesvision
munilong
masegoofficial
jacobcollier
aashley_jayy
jlo
nbcthevoice
tank
outkast
pharrell
dopebyaccident
silksonic
thundercat
chancetherapper",,"instruments : 
styles : 
others : keepyaheadupqueeneverythingsgonnabeok, trendingtoka, musicwinners, qualitytoks, typebeats2022, musicloversnation, funkmusicnotiktok, endoftheroadchallenge, foryoualways❤️, pleasejustsingthesong, michaeljackson, lovetoks, canthelpitisoundlikethis, rnbmoves, trend, duet, rufus, mmnm, churchfunny🤣🤣, munilonghours
"
siillybri,"my name is bri!
she/her
nc",False,"follower_count : 30
following_count : 32
likes_count : 46
video_count : 4
last_active : 2021-12-31
freq_post : 3 days
",gnocchi500,,"instruments : 
styles : indie (2)
others : fritolayrickroll, fyp, fypシ, beabadoobee, stepandflex, k18hairflip, indie, voiceeffects, makeabunchhappen, hanguponit, clairo, singer
"
bassistbrianfranks,Kia ora from New Zealand! I Love sharing my Tik Tok Duets!Enjoy!,False,"follower_count : 1496
following_count : 390
likes_count : 6809
video_count : 341
last_active : 2022-01-25
freq_post : 0 days
","universeguitar
swade.suede
_miri_music
rosebettsmusic
hellobegonia
stephstringsmusic
natalielaynemusic
morganweidinger
littlegreenmusic
katierg20
izzy.karamell
dakotadrummorgan
jakefinemusic
victoriacanal
murma.music
liamkillenmusic
kayladrange
littlemonarch
haileyknox
juliusptucker
notsistersband
lianglawrence
officiallyychels
valentinemorell
sune.d.music","dakotadrummorgan : https://tiktok.com/@bassistbrianfranks/video/7054702770162650370 (duo, vidéo num: 12)
","instruments : guitar (10), bass (29), drums (5)
styles : 
others : trend, trending, celebritytwin, bass, bassist, bassguitar, bassguitartiktok, duet, inverted, voiceeffects, tiktokduet, 310, music, guitar, tiktok, 309, singersongwriter, drums, keyboards, 308
"
felonious_skunk,"Synth, harmonica, talk box, Rhodes, beats",False,"follower_count : 30500
following_count : 4820
likes_count : 609300
video_count : 1090
last_active : 2021-12-24
freq_post : 2 days
","shawnisadhd
roland
brianpaulanderson
portia_davis
funkyjazzer
chriscommissomusic",,"instruments : rhodes (3), chords (2)
styles : funk (3), hiphop (3), neosoul (2), lofi (4), house (1), electro (2)
others : house, housemusic, chicagohouse, deephouse, rd9, 909, tr909, acidhouse, techno, trance, synthtok, drummachine, chords, musictheory, synthwave, 80s, vintagesynth, synthesizer, juno6, juno60
"
_boycoupon,Alt Pop duo from Louisiana,False,"follower_count : 1751
following_count : 422
likes_count : 18000
video_count : 197
last_active : 2022-01-26
freq_post : 0 days
","thebretcrowshow
excalibass
edwardguitar
scrobaby
poopeepeepoo1000
occolt_
q_go_
sneakyfox55
thiccboicbrad
lyonsound_
_boycoupon
jrodmag
bigmilkfl
deroccmusic
jaxsonjohnson10","_boycoupon : https://tiktok.com/@_boycoupon/video/7052604401885875503 (mention, vidéo num: 19)
","instruments : guitar (11), drums (1)
styles : 
others : breakcore, dnb, ukgarage, pinkpantheress, duet, experimentalmusic, duetchain, music, producer, sampling, guitar, sample, emo, emomusic, midwestemo, poppunk, openversechallenge, guitartok, greenscreen, elderemo
"
mikemusokelly,"rock/metal/punk & all their beautiful subgenres, guitarist/bassist",False,"follower_count : 3117
following_count : 1108
likes_count : 39200
video_count : 492
last_active : 2022-01-25
freq_post : 0 days
","deljay123
jayokay433
nicktotton
briantxfazoli
haweful
whiplashmegan
katbryanmusic
thebretcrowshow
illduce19
morgan_le_fayy
thedrumtamer
lazernutron
kingcornflake
jrodmag
gennadz_danilov
_boycoupon
felonious_skunk
dakotadrummorgan
benashguitar
awoogataz
sludgework
elison.music
keplerpb
mary.hadalittlejam","morgan_le_fayy : https://tiktok.com/@mikemusokelly/video/7056072289854573829 (mention, vidéo num: 5)
_boycoupon : https://tiktok.com/@mikemusokelly/video/7054223217384361222 (mention, vidéo num: 13)
felonious_skunk : https://tiktok.com/@mikemusokelly/video/7053869360707833093 (mention, vidéo num: 14)
dakotadrummorgan : https://tiktok.com/@mikemusokelly/video/7053869360707833093 (mention, vidéo num: 14)
","instruments : 
styles : funk (1), metal (4), indiemusic (1), lofi (1), blues (1)
others : oddtimesignature, wheresthedrama, epiphonesg, metalriffs, metaldrummer, metalguitar, metalduet, heavyriffs, drummersoftiktok, blues, bluesguitar, guitaristsoftiktok, cardigans, kareninthemaking, middleclasstok, knitwear, duetthis, trashdisco, indiedisco, drumtok
"
tubaryan,I play the tuba,False,"follower_count : 2111
following_count : 109
likes_count : 46700
video_count : 38
last_active : 2022-01-26
freq_post : 0 days
","ericwho1
yessirskimaboi
bighairysousa
twosetviolin
landon.ethridge
jerrywilkie
hellolunaband
caitygyorgy
dakotadrummorgan
kenjameskubota
jaywebbtrumpet
lowbrassu
chillseshmusic
alesssos
3leggedwolf
themartianyoung","dakotadrummorgan : https://tiktok.com/@tubaryan/video/7052549145915198767 (duo, vidéo num: 15)
kenjameskubota : https://tiktok.com/@tubaryan/video/7048800825136778502 (duo, vidéo num: 21)
","instruments : guitar (1), bass (5), drums (3), tuba (25), violin (1), cello (1)
styles : jazz (1), funk (1), metal (1), groove (1)
others : duet, tuba, tubatok, vocalchallenge, singingchallenge, music, musician, band, dci, wgi, 2019, bloo19, bloo, beatles, blackbird, greenscreen, thankyou, 2000, musicmajor, graduate
"
jmmorris_music,"Hey Mr. Scott, whatchya gonna do…whatchya gonna do, make our dreams come true.",False,"follower_count : 1024
following_count : 1039
likes_count : 5809
video_count : 47
last_active : 2022-01-23
freq_post : 4 days
","malpalmorris
ben_rector
eltonjohn
allen_stone
taiverdes",,"instruments : guitar (2), piano (5), synth (3)
styles : jazz (1), funk (1), rap (1), groove (1)
others : drop, copeland, thedayilostmyvoice, boostofhope, piano, vibes, fyp, tiktok, pianotok, musiciantok, chill, chillmelodies, 2022, thisisme, followerstiktok100k♥️💕💥🎵, producer, lol, jokes, crazy, vulnerable
"
morgan_le_fayy,Weirdo. Art and music. Struggling but surviving. All of my puns are intended.,False,"follower_count : 4810
following_count : 979
likes_count : 40400
video_count : 111
last_active : 2022-01-26
freq_post : 0 days
","justkelseyelise
solshower
djdeus
catieosaurus
againwiththeyelling
thrashmetalhead666
iwanttodoallthethings
yourdailysteven
connordustweare
clintstagram_cosplay","connordustweare : https://tiktok.com/@morgan_le_fayy/video/7052141357271633198 (mention, vidéo num: 27)
","instruments : guitar (1), bass (1)
styles : metal (3)
others : lisaloeb, stay, funny, 7seconds, fyp, babysteps, mentalhealth, anxietyanddepresssion, selfimprovement, duet, snowpatrolchasingcars, snowpatrol, nailbiter, kids, dentist, rufflesownyourridges, stitch, adhd, awkward, cantsitstill
"
gunderfunk,"noise music
fuzz guitar
KINSMEN on Spotify",False,"follower_count : 2498
following_count : 1669
likes_count : 161200
video_count : 791
last_active : 2022-01-26
freq_post : 0 days
","much
fastradioburst
andreshbee
cameronwmusic
toothluresafang
djsteviespins
nulltemp
gunderfunk
rainingsideways
knklebutt
tantanthemann
sandrolotta
ondrejkokotswag","gunderfunk : https://tiktok.com/@gunderfunk/video/7055769410040171822 (mention, vidéo num: 14)
","instruments : bass (2)
styles : 
others : favoriteband, paralleluniverse, duet, lilnasx, fuzz, noise, oot, bass, industrybaby, hideandseek, imogenheap, musician, injury, musiciansoftiktok, thermae, guitarpedals, boris, wata, bigmuff, drone
"
oli_griffiths,"Insta: OGriffiths 
Singer in London",False,"follower_count : 89
following_count : 428
likes_count : 152
video_count : 8
last_active : 2021-12-04
freq_post : 67 days
",swinglesingers,"swinglesingers : https://tiktok.com/@oli_griffiths/video/6862714356396805381 (mention, vidéo num: 7)
","instruments : 
styles : 
others : livemusic, singer, lauramvula, pinknoise, fyp, music, musictok, acappella, thewestwing, acapella, harrypotter, shapeshifter, planttok, propagation, propagationstation, red, blue, theswingles, swinglesingers
"
jonsmithmusic_,I’m just here so I can understand my friends’ references,False,"follower_count : 305
following_count : 259
likes_count : 1384
video_count : 29
last_active : 2021-03-12
freq_post : 7 days
","theonlyshamsyouknow
sia
jimhogan220
thehyannissound",,"instruments : 
styles : 
others : fyp, vocals, duet, trio, vocalsonly, acapella, singing, musicians, singersoftiktok, trending, 25daysofriffmas, singwithme, foryou, foryoupage, 4u, 25daysofchristmas, challenge, cute, nephew, alliwantforchristmasisyou
"
joshhawkinsguitar,Welsh Guitarist based in London 🏴󠁧󠁢󠁷󠁬󠁳󠁿🎸🙏,False,"follower_count : 152
following_count : 36
likes_count : 1268
video_count : 99
last_active : 2021-12-16
freq_post : 5 days
","conor_albert
sidiqmusic
joenixyourfood
branmazz
ot.peter
mannybass_",,"instruments : guitar (3), bass (1), piano (2)
styles : jazz (2), rap (1), hiphop (3), groove (9), neosoul (2), lofi (1)
others : beats, guitarist, guitarbeat, newmusic, musician, lofi, chillhop, lofibeat, basstok, bassbeat, jungle, drumnbass, producer, guitartok, beatmaker, suhr, sadbeat, darkbeat, muso, spookyblack
"
legendaryriffs,"The BEST vocal acrobatics on Tik Tok 🗣🎶
IG: @legendaryriffs (37k🖤)
Don’t 😴🔥",False,"follower_count : 20900
following_count : 28
likes_count : 180000
video_count : 21
last_active : 2021-02-19
freq_post : 1 days
","itsmakenzietw
noazart
petercollinsmusic
katrinavelarde
theclarkbeckham
sammiejaymusic
seahogsarah
gabbrielhenrique
jhocampanelli
beresix_
aneshaisaplus
amayamusic0fficial
jermarcusriggins
szivsz",,"instruments : 
styles : 
others : fyp, singing, vocals, viral, music, yebba, yebbasmith, viraltalent, duo, foryou, bryanwilson, sang, riffsandruns, groupchat, minieriperton, whistletone, joshualedet, terrellgrice, melisma, talent
"
samohtmusic,Spiritual being having a human experience 🌊,False,"follower_count : 25500
following_count : 205
likes_count : 599100
video_count : 63
last_active : 2021-12-24
freq_post : 9 days
","linanfeng2
cynthiaerivo
demariusr_copes
its.jackunion
nocapshows",,"instruments : 
styles : 
others : singing, acoustic, acoustics, vocals, samoht, samohtmusic, mxxnwave, atl, thiskeywashigh, canwetalkchallenge, randbmoney, tankchallenge, tevincampbell, randb, unioncity, rudeboy, whatstheweatherlike, whatstheweather, zaraman, allleather
"
cameronwrightofficial,"Instagram: @cameronwrightoffical
#TheMachine
Take 5: A-Side/B-Side OUT NOW!!! 🕹",False,"follower_count : 4793
following_count : 17
likes_count : 19300
video_count : 5
last_active : 2021-10-13
freq_post : 68 days
",,,"instruments : 
styles : 
others : spell, iputaspellonyou, halloween, singing, arethafranklin, whitneyhouston, theclarksisters, riffs, runs, newmusic, singingmachine, randb, take5, takefive, singer, brandy, jazminesullivan, samoht, cameronwright, jazminesullivanchallenge
"
georgelovett,,False,"follower_count : 3753
following_count : 0
likes_count : 5143
video_count : 7
last_active : 2022-01-05
freq_post : 79 days
","brandinjay
amberbullock_",,"instruments : 
styles : rnb (1)
others : runchallenge, itwillbesogoodchallenge, sogoodchallenge, canwetalkchallenge, rnb, rnbvibes, whistle, whistlechallenge, inlovewithanothermanchallenge, nothingon, tank, georgelovettrunchallenge
"
fro_dera,professionally winging it  @ life - pro notion babe/consultant,False,"follower_count : 120
following_count : 520
likes_count : 574
video_count : 61
last_active : 2022-01-22
freq_post : 1 days
","melanated__mel
_jerryko_
notionhq
fro_dera
giphy
reallittlesimz","fro_dera : https://tiktok.com/@fro_dera/video/7043440042617949446 (mention, vidéo num: 17)
","instruments : 
styles : rap (1)
others : curlyhair, sportsdirect, fyp, afrobohemian, livingroom, interior, interiors, apartmenttour, aesthetic, entrepreneurtok, relatable, softlife, duet, africanparents, africanmums, afcon, wfh, enjoyyourselfbabyboo, journal, journaltour
"
itsv1fundz,"God first🕊
Go follow my insta 🎒
 Snapchat: xil_vic",False,"follower_count : 235
following_count : 2905
likes_count : 263
video_count : 19
last_active : 2022-01-26
freq_post : 4 days
",,,"instruments : 
styles : 
others : v1fundz, fyp, foryou, viralvideo, closeyourrings, howdoyouhugo, music, artist, viral, happynewyear, merrychristmas, altogetherdifferent, sza, customersmostloved, fypシ, happysundaygodblessus😇🙏, xyzbca, christian, tkmaxxtalentshow, sportsdirectnaughtylist
"
sleepy..bat,Autistic🦇🌙 he/they 🏳️‍🌈 21🦋🐝✨,False,"follower_count : 2953
following_count : 1636
likes_count : 75500
video_count : 153
last_active : 2022-01-10
freq_post : 12 days
",cclecombe_,,"instruments : 
styles : 
others : art, fypシ, ilustration, actuallyautistic, musa, winx, digitalart, painting, artist, foruyou, illustration, enby, spooky, autistic, soft, nonbinary, hethey, plant, monstera, planttiktok
"
yaverbalex,A French and Russian walk into a bar...,False,"follower_count : 97
following_count : 179
likes_count : 3920
video_count : 29
last_active : 2022-01-06
freq_post : 24 days
","sylvainstreiff
floore87
jellynote.official
callumyjoe94
torryhermann","jellynote.official : https://tiktok.com/@yaverbalex/video/7034855239584910597 (duo, vidéo num: 3)
","instruments : 
styles : 
others : maitechallenge, frenchcuisine, cooktok, oldergenerationontiktok, fyp, legalalien, frenchadministration, duet, halloween, baby, bunny, favoritetoy, weddingdress, weddingtiktok, russianfrenchfamilly, marriedlifehumor, icantdecide, frenchrap, humor, russian
"
pulisci,"It’s-a me, Alessandro!
Your local music meme/riff dealer
EP drop at 10k",False,"follower_count : 7253
following_count : 1195
likes_count : 755700
video_count : 648
last_active : 2022-01-25
freq_post : 0 days
","kpifthatscool
foundbeats
coleswank
_boycoupon
hotgaydaddy
jackieeemarotta
jacobmcnally279
phyllis19941028
jrodmag
julianigamez
elyzahalpern
avrillavigne
ohheyitsmaeve
whisperingwillowasmr
paparoach
sterling_archer7
omfgrant
johnmayerlover3000
annacurreenmusic
thenameisbain
thebretcrowshow
michaelxwitt
jackpunkington
boyjr.69
kristinphillipsmusic","_boycoupon : https://tiktok.com/@pulisci/video/7056073364456230191 (duo, vidéo num: 5)
kristinphillipsmusic : https://tiktok.com/@pulisci/video/7052514871497395503 (mention, vidéo num: 24)
","instruments : guitar (1)
styles : metal (2), punk (2)
others : answer, guitartok, alternative, smashingpumpkins, mtv, duet, alphabet, elderemo, poppunk, greenday, basstok, punk, queen, rufflesownyourridges, emo, midwestemo, whenwewereyoungfest, closeyourrings, lgbt, thewhitestripes
"
blaze_jake_,"21
.
CEO of Spice Gang™",False,"follower_count : 2329
following_count : 218
likes_count : 18200
video_count : 102
last_active : 2021-12-06
freq_post : 5 days
","brandonzackeydrums
saintdoinsinnershit
machinegunkelly
w6rst
kokosei_0505
alexterribleofficial","brandonzackeydrums : https://tiktok.com/@blaze_jake_/video/6985920011961437446 (duo, vidéo num: 24)
","instruments : guitar (26)
styles : metal (24)
others : guitar, guitartok, kanye, metal, metalcore, thump, animalsasleaders, tosinabasi, 36secondsoflightwork, lifeisgooddance, mgk, machinegunekelly, eatfreshrefresh, polyphia, timhenson, welcomeback, chilidogyumplz, skrillex, edm, metalhead
"
brandonzackeydrums,"Drums for Enterprise Earth
Instagram: @brandonzackeydrums
Twitch: BrandonZackey",False,"follower_count : 5984
following_count : 65
likes_count : 26600
video_count : 20
last_active : 2021-12-15
freq_post : 8 days
",,,"instruments : guitar (1), drums (11)
styles : groove (4)
others : rcc, rccdrums, bluedevils, drumcorps, bluedevilsdrumcorps, bluecoats, pulsepercussion, drumline, marchingband, marchingdrums, drums, drumming, rudiment, rudiments, marching, groove, drumgroove, drumfill, fypシ, drumsolo
"
profflutebae,"Professor of Flute Studies, TnSU 🐯🎶
Mother 🤱🏾
Flutebae®️",False,"follower_count : 21000
following_count : 87
likes_count : 273200
video_count : 29
last_active : 2022-01-23
freq_post : 30 days
","danfabervocalstudio
munilong
silksonic
brassville
gmurray888
thebookishbaddie
juliekirby",,"instruments : flute (5)
styles : 
others : flutebae, hrsandhrs, hrsandhrschallenge, flutetok, blackmusicians, musiciansoftiktok, blackcreatorsoftiktok, musiciantok, duet, smallblackbusiness, flutist, blackcreatives, 1stviral, dancetok, flutistsoftiktok, 4thofjuly, july4th, flute, flutistoftiktok, musiccover
"
pickupmusic,"🎼 Featuring musicians!
🌟 500k on IG: @pickupmusic
Tag us: #pickupmusic",False,"follower_count : 15600
following_count : 83
likes_count : 566900
video_count : 126
last_active : 2021-12-21
freq_post : 3 days
","jordan.wav
guitarianna
samblakelockguitar
orangewood
tjwhitelaw
thedanieldonato
itsayluh
samnakamuraa
seth_rosenbloom
rooseveltthedr
postmalone
olivertree
mikeyungnyc
ashtonsellars
kevinstuff
gregmjohnson
scarypoolpartymusic
judesmithmusic
horacebray",,"instruments : guitar (18), drums (1)
styles : 
others : duet, guitar, fyp, conormcgregor, musician, spotifywrapped, musictheory, amazonmusicjinglebelltok, guitartok, singer, christmas, teacher, loop, blackfriday, sing2gether, santa, songsquad, postmalone, drums, scarypoolparty
"
thatssorea,"22 
she/her
singer
i delete my vids often 🥱
ty for 18k💕",False,"follower_count : 18900
following_count : 490
likes_count : 739800
video_count : 44
last_active : 2022-01-22
freq_post : 3 days
","laurenspencersmith
rebby_han
staceyryanmusic
michal.leah
cheetahvibess
itsbenhorsburgh
sadiejean
grace.nish
tomrosenthalmusic
lowkeyluke
mal0si.scanlan
jhekhoos
margauxbeylier
jazminelyoung
arab.trapz
shrimppimp02
thenatalieweiss
snehaprakash_
big_unbothered
tobiruno
dabongbong
kristydiorr
___firebird__
bluueoceans
pixiecorefairy
shikasings
sri",,"instruments : 
styles : 
others : duet, fyp, foryou, fingerscrossed, openversechallenge, friendinme, riff, donttextmewhenyouredrunk, staceyryanmusic, openverse, voiceover, thatswhatilike, brunomars, stitch, valarie, riffchallenge, sayalittleprayer, arethafranklin, couldvebeen, her
"
jefferyrsims_,"Follow my Instagram: @jefferyrsims_
Let’s collab🚂‼️
Augusta, Ga📍",False,"follower_count : 2254
following_count : 908
likes_count : 17000
video_count : 33
last_active : 2022-01-25
freq_post : 7 days
","officialmyronbutler
share_a_cokewithdre
treymclaughlin706
julielov
ceelogreen
neyo","share_a_cokewithdre : https://tiktok.com/@jefferyrsims_/video/7043874267418676527 (mention, vidéo num: 6)
","instruments : 
styles : jazz (1), funk (1), gospel (1)
others : musiccreator, blackmusicians, viralvideo, vibeswereimmaculate, fyp, usethissound, powerbelongstogod, hezikiahwalker, sundaymorning, brass, boostofhope, stepandflex, blackmusician, fypシ, logicprox, fritolayrickroll, jupiter, laurynhill, bassguitar, stayonthatfive
"
travismalloy,"Singer, Songwriter and Producer pursuing every dream I’ve ever dreamed. ❤️",False,"follower_count : 14300
following_count : 364
likes_count : 49700
video_count : 34
last_active : 2022-01-06
freq_post : 19 days
",,,"instruments : 
styles : 
others : travismalloy, thesoulsinger, firstmondsyshouston, opentoyou, coachstormy, millionsbillionstrillions, borderline, brandy, cover, blacklivesmatter
"
yhuntermusic,"📍Bay Area, CA
“That’s Hunter”
Husband & Father 
Music Producer|Content Creator",False,"follower_count : 19300
following_count : 171
likes_count : 69700
video_count : 32
last_active : 2022-01-20
freq_post : 4 days
","korynhawthorne
thepocketqueen
seids
conor_albert
calibleubird",,"instruments : 
styles : lofi (1)
others : yaahnhunterjr, musicproducer, logicpro, yhuntermusic, lofi, chillhop, coversong, musicproduction, albsure, beatmaker, duetwithme, cover, logicprotips, logicprotutorial, lofibeats, hiphopbeats, sonordrums, musicproductiontips, boombap, hiphopvibes
"
